Freq.	V(vout)
1.20503594037179e+004	(-3.30638854324978e-001dB,1.73946537462319e+002°)
1.20781383510678e+004	(-3.30464846222293e-001dB,1.73931745386534e+002°)
1.21059813355048e+004	(-3.30289926497672e-001dB,1.73916912954848e+002°)
1.21338885046497e+004	(-3.30114089843057e-001dB,1.73902040025258e+002°)
1.21618600064636e+004	(-3.29937330914245e-001dB,1.73887126455022e+002°)
1.21898959892486e+004	(-3.29759644330622e-001dB,1.73872172100654e+002°)
1.22179966016487e+004	(-3.29581024674777e-001dB,1.73857176817920e+002°)
1.22461619926504e+004	(-3.29401466492356e-001dB,1.73842140461832e+002°)
1.22743923115840e+004	(-3.29220964291573e-001dB,1.73827062886638e+002°)
1.23026877081238e+004	(-3.29039512543011e-001dB,1.73811943945824e+002°)
1.23310483322890e+004	(-3.28857105679247e-001dB,1.73796783492101e+002°)
1.23594743344450e+004	(-3.28673738094655e-001dB,1.73781581377405e+002°)
1.23879658653036e+004	(-3.28489404144936e-001dB,1.73766337452887e+002°)
1.24165230759241e+004	(-3.28304098146873e-001dB,1.73751051568907e+002°)
1.24451461177138e+004	(-3.28117814377991e-001dB,1.73735723575033e+002°)
1.24738351424294e+004	(-3.27930547076285e-001dB,1.73720353320029e+002°)
1.25025903021771e+004	(-3.27742290439792e-001dB,1.73704940651853e+002°)
1.25314117494141e+004	(-3.27553038626316e-001dB,1.73689485417647e+002°)
1.25602996369487e+004	(-3.27362785753058e-001dB,1.73673987463736e+002°)
1.25892541179416e+004	(-3.27171525896353e-001dB,1.73658446635617e+002°)
1.26182753459066e+004	(-3.26979253091214e-001dB,1.73642862777955e+002°)
1.26473634747114e+004	(-3.26785961331022e-001dB,1.73627235734575e+002°)
1.26765186585784e+004	(-3.26591644567229e-001dB,1.73611565348459e+002°)
1.27057410520853e+004	(-3.26396296708933e-001dB,1.73595851461735e+002°)
1.27350308101665e+004	(-3.26199911622543e-001dB,1.73580093915674e+002°)
1.27643880881134e+004	(-3.26002483131442e-001dB,1.73564292550680e+002°)
1.27938130415752e+004	(-3.25804005015603e-001dB,1.73548447206287e+002°)
1.28233058265601e+004	(-3.25604471011199e-001dB,1.73532557721150e+002°)
1.28528665994361e+004	(-3.25403874810158e-001dB,1.73516623933039e+002°)
1.28824955169313e+004	(-3.25202210060034e-001dB,1.73500645678829e+002°)
1.29121927361353e+004	(-3.24999470363315e-001dB,1.73484622794499e+002°)
1.29419584144998e+004	(-3.24795649277272e-001dB,1.73468555115120e+002°)
1.29717927098395e+004	(-3.24590740313406e-001dB,1.73452442474851e+002°)
1.30016957803328e+004	(-3.24384736937233e-001dB,1.73436284706928e+002°)
1.30316677845229e+004	(-3.24177632567650e-001dB,1.73420081643660e+002°)
1.30617088813183e+004	(-3.23969420576758e-001dB,1.73403833116422e+002°)
1.30918192299940e+004	(-3.23760094289325e-001dB,1.73387538955645e+002°)
1.31219989901919e+004	(-3.23549646982332e-001dB,1.73371198990811e+002°)
1.31522483219223e+004	(-3.23338071884844e-001dB,1.73354813050442e+002°)
1.31825673855640e+004	(-3.23125362177189e-001dB,1.73338380962098e+002°)
1.32129563418657e+004	(-3.22911510990760e-001dB,1.73321902552364e+002°)
1.32434153519466e+004	(-3.22696511407622e-001dB,1.73305377646844e+002°)
1.32739445772973e+004	(-3.22480356459977e-001dB,1.73288806070154e+002°)
1.33045441797808e+004	(-3.22263039129780e-001dB,1.73272187645913e+002°)
1.33352143216332e+004	(-3.22044552348201e-001dB,1.73255522196737e+002°)
1.33659551654643e+004	(-3.21824888995376e-001dB,1.73238809544227e+002°)
1.33967668742593e+004	(-3.21604041899708e-001dB,1.73222049508965e+002°)
1.34276496113785e+004	(-3.21382003837700e-001dB,1.73205241910502e+002°)
1.34586035405594e+004	(-3.21158767533131e-001dB,1.73188386567354e+002°)
1.34896288259164e+004	(-3.20934325656986e-001dB,1.73171483296988e+002°)
1.35207256319427e+004	(-3.20708670826643e-001dB,1.73154531915821e+002°)
1.35518941235103e+004	(-3.20481795605633e-001dB,1.73137532239201e+002°)
1.35831344658714e+004	(-3.20253692503052e-001dB,1.73120484081410e+002°)
1.36144468246594e+004	(-3.20024353973027e-001dB,1.73103387255646e+002°)
1.36458313658891e+004	(-3.19793772414446e-001dB,1.73086241574019e+002°)
1.36772882559584e+004	(-3.19561940170101e-001dB,1.73069046847540e+002°)
1.37088176616484e+004	(-3.19328849526628e-001dB,1.73051802886113e+002°)
1.37404197501250e+004	(-3.19094492713515e-001dB,1.73034509498526e+002°)
1.37720946889394e+004	(-3.18858861903039e-001dB,1.73017166492440e+002°)
1.38038426460287e+004	(-3.18621949209442e-001dB,1.72999773674382e+002°)
1.38356637897177e+004	(-3.18383746688482e-001dB,1.72982330849733e+002°)
1.38675582887188e+004	(-3.18144246337100e-001dB,1.72964837822721e+002°)
1.38995263121334e+004	(-3.17903440092501e-001dB,1.72947294396411e+002°)
1.39315680294529e+004	(-3.17661319831933e-001dB,1.72929700372693e+002°)
1.39636836105593e+004	(-3.17417877372087e-001dB,1.72912055552274e+002°)
1.39958732257261e+004	(-3.17173104468376e-001dB,1.72894359734669e+002°)
1.40281370456195e+004	(-3.16926992814589e-001dB,1.72876612718187e+002°)
1.40604752412990e+004	(-3.16679534042109e-001dB,1.72858814299927e+002°)
1.40928879842186e+004	(-3.16430719719603e-001dB,1.72840964275763e+002°)
1.41253754462274e+004	(-3.16180541352211e-001dB,1.72823062440332e+002°)
1.41579377995707e+004	(-3.15928990381049e-001dB,1.72805108587031e+002°)
1.41905752168908e+004	(-3.15676058182590e-001dB,1.72787102508000e+002°)
1.42232878712281e+004	(-3.15421736068246e-001dB,1.72769043994112e+002°)
1.42560759360218e+004	(-3.15166015283412e-001dB,1.72750932834965e+002°)
1.42889395851109e+004	(-3.14908887007196e-001dB,1.72732768818868e+002°)
1.43218789927353e+004	(-3.14650342351594e-001dB,1.72714551732834e+002°)
1.43548943335364e+004	(-3.14390372360923e-001dB,1.72696281362562e+002°)
1.43879857825583e+004	(-3.14128968011222e-001dB,1.72677957492434e+002°)
1.44211535152486e+004	(-3.13866120209624e-001dB,1.72659579905497e+002°)
1.44543977074592e+004	(-3.13601819793604e-001dB,1.72641148383455e+002°)
1.44877185354475e+004	(-3.13336057530460e-001dB,1.72622662706657e+002°)
1.45211161758773e+004	(-3.13068824116500e-001dB,1.72604122654082e+002°)
1.45545908058195e+004	(-3.12800110176516e-001dB,1.72585528003334e+002°)
1.45881426027534e+004	(-3.12529906263067e-001dB,1.72566878530621e+002°)
1.46217717445671e+004	(-3.12258202855777e-001dB,1.72548174010750e+002°)
1.46554784095590e+004	(-3.11984990360637e-001dB,1.72529414217112e+002°)
1.46892627764385e+004	(-3.11710259109271e-001dB,1.72510598921670e+002°)
1.47231250243271e+004	(-3.11433999358299e-001dB,1.72491727894945e+002°)
1.47570653327588e+004	(-3.11156201288656e-001dB,1.72472800906004e+002°)
1.47910838816819e+004	(-3.10876855004787e-001dB,1.72453817722450e+002°)
1.48251808514594e+004	(-3.10595950533832e-001dB,1.72434778110406e+002°)
1.48593564228699e+004	(-3.10313477825101e-001dB,1.72415681834500e+002°)
1.48936107771090e+004	(-3.10029426749232e-001dB,1.72396528657857e+002°)
1.49279440957898e+004	(-3.09743787097286e-001dB,1.72377318342083e+002°)
1.49623565609442e+004	(-3.09456548580206e-001dB,1.72358050647248e+002°)
1.49968483550236e+004	(-3.09167700827950e-001dB,1.72338725331878e+002°)
1.50314196609001e+004	(-3.08877233388670e-001dB,1.72319342152940e+002°)
1.50660706618673e+004	(-3.08585135727935e-001dB,1.72299900865824e+002°)
1.51008015416413e+004	(-3.08291397227991e-001dB,1.72280401224331e+002°)
1.51356124843619e+004	(-3.07996007186856e-001dB,1.72260842980663e+002°)
1.51705036745932e+004	(-3.07698954817607e-001dB,1.72241225885400e+002°)
1.52054752973248e+004	(-3.07400229247368e-001dB,1.72221549687492e+002°)
1.52405275379728e+004	(-3.07099819516704e-001dB,1.72201814134244e+002°)
1.52756605823806e+004	(-3.06797714578600e-001dB,1.72182018971295e+002°)
1.53108746168202e+004	(-3.06493903297671e-001dB,1.72162163942610e+002°)
1.53461698279928e+004	(-3.06188374449211e-001dB,1.72142248790461e+002°)
1.53815464030302e+004	(-3.05881116718437e-001dB,1.72122273255412e+002°)
1.54170045294954e+004	(-3.05572118699523e-001dB,1.72102237076302e+002°)
1.54525443953840e+004	(-3.05261368894702e-001dB,1.72082139990233e+002°)
1.54881661891247e+004	(-3.04948855713313e-001dB,1.72061981732549e+002°)
1.55238700995807e+004	(-3.04634567470965e-001dB,1.72041762036824e+002°)
1.55596563160506e+004	(-3.04318492388565e-001dB,1.72021480634843e+002°)
1.55955250282694e+004	(-3.04000618591318e-001dB,1.72001137256587e+002°)
1.56314764264094e+004	(-3.03680934107809e-001dB,1.71980731630214e+002°)
1.56675107010813e+004	(-3.03359426869123e-001dB,1.71960263482045e+002°)
1.57036280433354e+004	(-3.03036084707648e-001dB,1.71939732536545e+002°)
1.57398286446620e+004	(-3.02710895356336e-001dB,1.71919138516304e+002°)
1.57761126969933e+004	(-3.02383846447503e-001dB,1.71898481142023e+002°)
1.58124803927037e+004	(-3.02054925511859e-001dB,1.71877760132494e+002°)
1.58489319246110e+004	(-3.01724119977536e-001dB,1.71856975204583e+002°)
1.58854674859776e+004	(-3.01391417169034e-001dB,1.71836126073212e+002°)
1.59220872705115e+004	(-3.01056804306086e-001dB,1.71815212451336e+002°)
1.59587914723672e+004	(-3.00720268502690e-001dB,1.71794234049933e+002°)
1.59955802861465e+004	(-3.00381796765929e-001dB,1.71773190577977e+002°)
1.60324539069002e+004	(-3.00041375995025e-001dB,1.71752081742424e+002°)
1.60694125301286e+004	(-2.99698992980019e-001dB,1.71730907248191e+002°)
1.61064563517825e+004	(-2.99354634400815e-001dB,1.71709666798135e+002°)
1.61435855682647e+004	(-2.99008286826023e-001dB,1.71688360093035e+002°)
1.61808003764305e+004	(-2.98659936711731e-001dB,1.71666986831574e+002°)
1.62181009735891e+004	(-2.98309570400415e-001dB,1.71645546710313e+002°)
1.62554875575047e+004	(-2.97957174119739e-001dB,1.71624039423677e+002°)
1.62929603263970e+004	(-2.97602733981400e-001dB,1.71602464663928e+002°)
1.63305194789432e+004	(-2.97246235979716e-001dB,1.71580822121151e+002°)
1.63681652142779e+004	(-2.96887665990818e-001dB,1.71559111483226e+002°)
1.64058977319952e+004	(-2.96527009770898e-001dB,1.71537332435810e+002°)
1.64437172321491e+004	(-2.96164252955410e-001dB,1.71515484662318e+002°)
1.64816239152549e+004	(-2.95799381057484e-001dB,1.71493567843893e+002°)
1.65196179822900e+004	(-2.95432379466842e-001dB,1.71471581659392e+002°)
1.65576996346951e+004	(-2.95063233448360e-001dB,1.71449525785360e+002°)
1.65958690743754e+004	(-2.94691928140827e-001dB,1.71427399896005e+002°)
1.66341265037015e+004	(-2.94318448555544e-001dB,1.71405203663179e+002°)
1.66724721255104e+004	(-2.93942779575059e-001dB,1.71382936756353e+002°)
1.67109061431069e+004	(-2.93564905951752e-001dB,1.71360598842591e+002°)
1.67494287602642e+004	(-2.93184812306439e-001dB,1.71338189586531e+002°)
1.67880401812254e+004	(-2.92802483126867e-001dB,1.71315708650357e+002°)
1.68267406107045e+004	(-2.92417902766572e-001dB,1.71293155693774e+002°)
1.68655302538872e+004	(-2.92031055443158e-001dB,1.71270530373988e+002°)
1.69044093164324e+004	(-2.91641925236974e-001dB,1.71247832345673e+002°)
1.69433780044731e+004	(-2.91250496089545e-001dB,1.71225061260955e+002°)
1.69824365246172e+004	(-2.90856751802209e-001dB,1.71202216769377e+002°)
1.70215850839493e+004	(-2.90460676034454e-001dB,1.71179298517880e+002°)
1.70608238900310e+004	(-2.90062252302452e-001dB,1.71156306150773e+002°)
1.71001531509027e+004	(-2.89661463977510e-001dB,1.71133239309707e+002°)
1.71395730750840e+004	(-2.89258294284530e-001dB,1.71110097633648e+002°)
1.71790838715757e+004	(-2.88852726300288e-001dB,1.71086880758850e+002°)
1.72186857498599e+004	(-2.88444742951813e-001dB,1.71063588318826e+002°)
1.72583789199018e+004	(-2.88034327014990e-001dB,1.71040219944322e+002°)
1.72981635921508e+004	(-2.87621461112640e-001dB,1.71016775263287e+002°)
1.73380399775412e+004	(-2.87206127712834e-001dB,1.70993253900843e+002°)
1.73780082874935e+004	(-2.86788309127390e-001dB,1.70969655479259e+002°)
1.74180687339159e+004	(-2.86367987509960e-001dB,1.70945979617921e+002°)
1.74582215292048e+004	(-2.85945144854384e-001dB,1.70922225933297e+002°)
1.74984668862463e+004	(-2.85519762992836e-001dB,1.70898394038913e+002°)
1.75388050184174e+004	(-2.85091823594040e-001dB,1.70874483545321e+002°)
1.75792361395867e+004	(-2.84661308161519e-001dB,1.70850494060064e+002°)
1.76197604641161e+004	(-2.84228198031645e-001dB,1.70826425187650e+002°)
1.76603782068614e+004	(-2.83792474371847e-001dB,1.70802276529515e+002°)
1.77010895831740e+004	(-2.83354118178675e-001dB,1.70778047683994e+002°)
1.77418948089014e+004	(-2.82913110275856e-001dB,1.70753738246289e+002°)
1.77827941003890e+004	(-2.82469431312423e-001dB,1.70729347808431e+002°)
1.78237876744807e+004	(-2.82023061760542e-001dB,1.70704875959252e+002°)
1.78648757485203e+004	(-2.81573981913822e-001dB,1.70680322284348e+002°)
1.79060585403527e+004	(-2.81122171885018e-001dB,1.70655686366046e+002°)
1.79473362683250e+004	(-2.80667611604110e-001dB,1.70630967783367e+002°)
1.79887091512876e+004	(-2.80210280816125e-001dB,1.70606166111992e+002°)
1.80301774085955e+004	(-2.79750159079096e-001dB,1.70581280924228e+002°)
1.80717412601090e+004	(-2.79287225761886e-001dB,1.70556311788967e+002°)
1.81134009261958e+004	(-2.78821460041982e-001dB,1.70531258271655e+002°)
1.81551566277311e+004	(-2.78352840903478e-001dB,1.70506119934250e+002°)
1.81970085860996e+004	(-2.77881347134478e-001dB,1.70480896335185e+002°)
1.82389570231961e+004	(-2.77406957325182e-001dB,1.70455587029334e+002°)
1.82810021614272e+004	(-2.76929649865409e-001dB,1.70430191567968e+002°)
1.83231442237119e+004	(-2.76449402942297e-001dB,1.70404709498717e+002°)
1.83653834334832e+004	(-2.75966194537998e-001dB,1.70379140365532e+002°)
1.84077200146893e+004	(-2.75480002427171e-001dB,1.70353483708645e+002°)
1.84501541917945e+004	(-2.74990804174676e-001dB,1.70327739064524e+002°)
1.84926861897805e+004	(-2.74498577133061e-001dB,1.70301905965837e+002°)
1.85353162341479e+004	(-2.74003298439999e-001dB,1.70275983941405e+002°)
1.85780445509167e+004	(-2.73504945015909e-001dB,1.70249972516163e+002°)
1.86208713666284e+004	(-2.73003493561226e-001dB,1.70223871211116e+002°)
1.86637969083464e+004	(-2.72498920553861e-001dB,1.70197679543294e+002°)
1.87068214036577e+004	(-2.71991202246616e-001dB,1.70171397025709e+002°)
1.87499450806739e+004	(-2.71480314664436e-001dB,1.70145023167310e+002°)
1.87931681680324e+004	(-2.70966233601715e-001dB,1.70118557472938e+002°)
1.88364908948977e+004	(-2.70448934619461e-001dB,1.70091999443277e+002°)
1.88799134909627e+004	(-2.69928393042693e-001dB,1.70065348574810e+002°)
1.89234361864495e+004	(-2.69404583957334e-001dB,1.70038604359773e+002°)
1.89670592121112e+004	(-2.68877482207667e-001dB,1.70011766286102e+002°)
1.90107827992327e+004	(-2.68347062393103e-001dB,1.69984833837388e+002°)
1.90546071796322e+004	(-2.67813298865319e-001dB,1.69957806492826e+002°)
1.90985325856621e+004	(-2.67276165725390e-001dB,1.69930683727168e+002°)
1.91425592502106e+004	(-2.66735636820560e-001dB,1.69903465010666e+002°)
1.91866874067026e+004	(-2.66191685741275e-001dB,1.69876149809026e+002°)
1.92309172891013e+004	(-2.65644285817920e-001dB,1.69848737583355e+002°)
1.92752491319091e+004	(-2.65093410117722e-001dB,1.69821227790104e+002°)
1.93196831701689e+004	(-2.64539031441592e-001dB,1.69793619881021e+002°)
1.93642196394658e+004	(-2.63981122320628e-001dB,1.69765913303089e+002°)
1.94088587759275e+004	(-2.63419655013011e-001dB,1.69738107498478e+002°)
1.94536008162263e+004	(-2.62854601500510e-001dB,1.69710201904481e+002°)
1.94984459975802e+004	(-2.62285933485068e-001dB,1.69682195953467e+002°)
1.95433945577536e+004	(-2.61713622385256e-001dB,1.69654089072813e+002°)
1.95884467350596e+004	(-2.61137639333042e-001dB,1.69625880684854e+002°)
1.96336027683602e+004	(-2.60557955169730e-001dB,1.69597570206820e+002°)
1.96788628970681e+004	(-2.59974540442763e-001dB,1.69569157050773e+002°)
1.97242273611482e+004	(-2.59387365401827e-001dB,1.69540640623552e+002°)
1.97696964011183e+004	(-2.58796399995061e-001dB,1.69512020326708e+002°)
1.98152702580507e+004	(-2.58201613865334e-001dB,1.69483295556441e+002°)
1.98609491735734e+004	(-2.57602976346471e-001dB,1.69454465703535e+002°)
1.99067333898715e+004	(-2.57000456459062e-001dB,1.69425530153299e+002°)
1.99526231496885e+004	(-2.56394022906837e-001dB,1.69396488285493e+002°)
1.99986186963271e+004	(-2.55783644072306e-001dB,1.69367339474269e+002°)
2.00447202736513e+004	(-2.55169288012924e-001dB,1.69338083088100e+002°)
2.00909281260870e+004	(-2.54550922456689e-001dB,1.69308718489712e+002°)
2.01372424986235e+004	(-2.53928514798071e-001dB,1.69279245036014e+002°)
2.01836636368153e+004	(-2.53302032093655e-001dB,1.69249662078029e+002°)
2.02301917867824e+004	(-2.52671441057798e-001dB,1.69219968960820e+002°)
2.02768271952125e+004	(-2.52036708058226e-001dB,1.69190165023421e+002°)
2.03235701093619e+004	(-2.51397799111505e-001dB,1.69160249598759e+002°)
2.03704207770568e+004	(-2.50754679878426e-001dB,1.69130222013582e+002°)
2.04173794466949e+004	(-2.50107315659515e-001dB,1.69100081588385e+002°)
2.04644463672464e+004	(-2.49455671390128e-001dB,1.69069827637327e+002°)
2.05116217882553e+004	(-2.48799711635808e-001dB,1.69039459468158e+002°)
2.05589059598411e+004	(-2.48139400587405e-001dB,1.69008976382138e+002°)
2.06062991326996e+004	(-2.47474702056157e-001dB,1.68978377673955e+002°)
2.06538015581049e+004	(-2.46805579468502e-001dB,1.68947662631646e+002°)
2.07014134879101e+004	(-2.46131995861230e-001dB,1.68916830536512e+002°)
2.07491351745487e+004	(-2.45453913876161e-001dB,1.68885880663034e+002°)
2.07969668710366e+004	(-2.44771295754929e-001dB,1.68854812278788e+002°)
2.08449088309725e+004	(-2.44084103333683e-001dB,1.68823624644358e+002°)
2.08929613085400e+004	(-2.43392298037518e-001dB,1.68792317013246e+002°)
2.09411245585086e+004	(-2.42695840875109e-001dB,1.68760888631785e+002°)
2.09893988362349e+004	(-2.41994692433054e-001dB,1.68729338739048e+002°)
2.10377843976644e+004	(-2.41288812870134e-001dB,1.68697666566754e+002°)
2.10862814993325e+004	(-2.40578161911642e-001dB,1.68665871339174e+002°)
2.11348903983661e+004	(-2.39862698843415e-001dB,1.68633952273036e+002°)
2.11836113524846e+004	(-2.39142382505848e-001dB,1.68601908577432e+002°)
2.12324446200018e+004	(-2.38417171287837e-001dB,1.68569739453714e+002°)
2.12813904598267e+004	(-2.37687023120654e-001dB,1.68537444095398e+002°)
2.13304491314654e+004	(-2.36951895471625e-001dB,1.68505021688062e+002°)
2.13796208950219e+004	(-2.36211745337799e-001dB,1.68472471409240e+002°)
2.14289060112002e+004	(-2.35466529239368e-001dB,1.68439792428324e+002°)
2.14783047413049e+004	(-2.34716203213189e-001dB,1.68406983906451e+002°)
2.15278173472433e+004	(-2.33960722805987e-001dB,1.68374044996399e+002°)
2.15774440915263e+004	(-2.33200043067676e-001dB,1.68340974842477e+002°)
2.16271852372698e+004	(-2.32434118544320e-001dB,1.68307772580412e+002°)
2.16770410481965e+004	(-2.31662903271058e-001dB,1.68274437337237e+002°)
2.17270117886370e+004	(-2.30886350765160e-001dB,1.68240968231178e+002°)
2.17770977235312e+004	(-2.30104414018422e-001dB,1.68207364371532e+002°)
2.18272991184296e+004	(-2.29317045490100e-001dB,1.68173624858553e+002°)
2.18776162394951e+004	(-2.28524197099148e-001dB,1.68139748783332e+002°)
2.19280493535041e+004	(-2.27725820216676e-001dB,1.68105735227668e+002°)
2.19785987278478e+004	(-2.26921865658139e-001dB,1.68071583263951e+002°)
2.20292646305341e+004	(-2.26112283675416e-001dB,1.68037291955033e+002°)
2.20800473301886e+004	(-2.25297023948758e-001dB,1.68002860354095e+002°)
2.21309470960560e+004	(-2.24476035578577e-001dB,1.67968287504523e+002°)
2.21819641980018e+004	(-2.23649267077179e-001dB,1.67933572439772e+002°)
2.22330989065136e+004	(-2.22816666360188e-001dB,1.67898714183228e+002°)
2.22843514927026e+004	(-2.21978180738050e-001dB,1.67863711748077e+002°)
2.23357222283049e+004	(-2.21133756907160e-001dB,1.67828564137160e+002°)
2.23872113856830e+004	(-2.20283340940972e-001dB,1.67793270342834e+002°)
2.24388192378272e+004	(-2.19426878280929e-001dB,1.67757829346826e+002°)
2.24905460583574e+004	(-2.18564313727210e-001dB,1.67722240120089e+002°)
2.25423921215239e+004	(-2.17695591429404e-001dB,1.67686501622648e+002°)
2.25943577022093e+004	(-2.16820654876752e-001dB,1.67650612803454e+002°)
2.26464430759302e+004	(-2.15939446888650e-001dB,1.67614572600226e+002°)
2.26986485188378e+004	(-2.15051909604595e-001dB,1.67578379939295e+002°)
2.27509743077203e+004	(-2.14157984474119e-001dB,1.67542033735446e+002°)
